Accident_ID,Date,Time,Time_Period,Location,Latitude,Longitude,Weather,Road_Condition,Road_Type,Light_Condition,Severity,Vehicles_Involved,Casualties
A00225,2023-05-03,05:30,Morning,Main Highway,19.18833,72.861086,Rainy,Wet,Urban Road,Dark,Severe,2,2
A00226,2023-05-04,23:20,Night,Station Road,19.000389,73.010185,Clear,Dry,Urban Road,Dark,Moderate,3,1
A00227,2023-05-04,04:20,Night,Market Road,18.962833,73.011063,Clear,Dry,Expressway,Dark,Minor,4,1
A00228,2023-05-05,19:40,Evening,Junction Road,19.011221,72.925059,Clear,Dry,Urban Road,Dusk,Minor,2,0
A00229,2023-05-05,01:40,Night,Airport Road,18.900705,72.765805,Clear,Dry,Intersection,Dark,Moderate,2,2
A00230,2023-05-06,05:20,Morning,Bridge Road,18.948005,72.776958,Foggy,Dry,Highway,Dark,Minor,2,1
A00231,2023-05-06,21:40,Night,Station Road,19.200332,73.026062,Clear,Dry,Highway,Dark,Minor,3,1
A00232,2023-05-07,10:30,Morning,Residential Area,18.989123,73.038217,Clear,Wet,Intersection,Daylight,Severe,2,3
A00233,2023-05-08,15:00,Afternoon,Station Road,19.29772,72.987401,Clear,Dry,Residential Road,Daylight,Minor,2,0
A00234,2023-05-08,15:30,Afternoon,College Road,18.967133,73.043674,Rainy,Wet,Urban Road,Daylight,Severe,3,0
A00235,2023-05-09,00:20,Night,College Road,19.215509,73.001821,Cloudy,Dry,Expressway,Dark,Minor,2,0
A00236,2023-05-09,08:20,Morning,College Road,19.182018,73.063927,Clear,Dry,Residential Road,Daylight,Fatal,1,1
A00237,2023-05-10,05:30,Morning,Ring Road,19.028853,72.802639,Rainy,Slippery,Urban Road,Dark,Moderate,1,0
A00238,2023-05-10,15:40,Afternoon,Airport Road,19.032296,72.88571,Cloudy,Dry,Highway,Daylight,Moderate,3,1
A00239,2023-05-11,02:40,Night,Airport Road,19.125421,72.912439,Foggy,Wet,Expressway,Dark,Minor,2,1
A00240,2023-05-11,19:50,Evening,Expressway,19.24095,72.854182,Rainy,Wet,Intersection,Dusk,Severe,5,4
A00241,2023-05-12,03:20,Night,Ring Road,19.054475,73.003878,Clear,Dry,Highway,Dark,Severe,3,5
A00242,2023-05-13,18:10,Evening,Airport Road,18.924472,73.069354,Clear,Dry,Intersection,Dusk,Moderate,1,0
A00243,2023-05-13,02:50,Night,College Road,19.049768,72.894369,Clear,Dry,Intersection,Dark,Moderate,2,0
A00244,2023-05-14,18:40,Evening,College Road,18.982925,73.07954,Clear,Dry,Urban Road,Dusk,Moderate,2,1
A00245,2023-05-14,19:30,Evening,City Center,19.275683,72.930869,Stormy,Wet,Residential Road,Dusk,Minor,2,1
A00246,2023-05-15,06:40,Morning,Junction Road,19.17891,72.93288,Clear,Dry,Urban Road,Daylight,Moderate,4,1
A00247,2023-05-15,19:30,Evening,Station Road,18.920333,72.960077,Clear,Wet,Urban Road,Dusk,Severe,3,3
A00248,2023-05-16,08:50,Morning,Junction Road,19.017195,72.843916,Rainy,Wet,Residential Road,Daylight,Minor,2,0
A00249,2023-05-16,00:20,Night,Expressway,18.920086,72.884176,Cloudy,Dry,Intersection,Dark,Minor,2,0
A00250,2023-05-17,07:40,Morning,Airport Road,19.232007,72.943633,Clear,Dry,Residential Road,Daylight,Moderate,1,1
A00251,2023-05-17,06:30,Morning,Industrial Area,19.262519,73.079694,Clear,Dry,Urban Road,Daylight,Moderate,2,0
A00252,2023-05-18,17:20,Evening,Expressway,18.944912,72.974942,Clear,Dry,Highway,Daylight,Minor,3,1
A00253,2023-05-19,07:10,Morning,College Road,19.076116,72.866591,Rainy,Slippery,Highway,Daylight,Minor,2,1
A00254,2023-05-19,00:30,Night,Station Road,19.272753,72.753664,Clear,Dry,Urban Road,Dark,Minor,5,2
A00255,2023-05-20,10:50,Morning,Main Highway,18.958085,73.093583,Clear,Poor,Highway,Daylight,Severe,1,2
A00256,2023-05-20,17:10,Evening,Bridge Road,19.016761,72.922545,Cloudy,Dry,Residential Road,Daylight,Minor,3,0
A00257,2023-05-21,22:10,Night,Industrial Area,19.02171,73.078473,Clear,Dry,Urban Road,Dark,Moderate,4,1
A00258,2023-05-21,09:00,Morning,Industrial Area,18.912023,72.942271,Cloudy,Dry,Expressway,Daylight,Minor,2,0
A00259,2023-05-22,02:40,Night,Bridge Road,18.914509,72.961913,Cloudy,Dry,Urban Road,Dark,Moderate,1,0
A00260,2023-05-22,06:30,Morning,Ring Road,19.281117,72.999169,Clear,Dry,Residential Road,Daylight,Fatal,2,1
A00261,2023-05-23,15:10,Afternoon,Airport Road,19.128437,72.862342,Foggy,Dry,Urban Road,Daylight,Minor,2,1
A00262,2023-05-23,15:00,Afternoon,Industrial Area,19.022659,72.994644,Cloudy,Wet,Highway,Daylight,Minor,5,2
A00263,2023-05-24,19:50,Evening,Main Highway,19.05147,72.934377,Clear,Poor,Highway,Dusk,Severe,4,0
A00264,2023-05-25,16:20,Afternoon,Station Road,19.185937,72.985368,Cloudy,Wet,Urban Road,Daylight,Minor,4,1
A00265,2023-05-25,01:30,Night,Expressway,19.046607,73.042542,Rainy,Wet,Intersection,Dark,Minor,3,0
A00266,2023-05-26,00:10,Night,Ring Road,18.991104,72.81448,Rainy,Wet,Highway,Dark,Severe,2,3
A00267,2023-05-26,15:40,Afternoon,Residential Area,18.940735,72.964743,Clear,Dry,Residential Road,Daylight,Fatal,4,2
A00268,2023-05-27,11:00,Morning,Residential Area,19.191573,72.768239,Stormy,Wet,Intersection,Daylight,Moderate,5,1
A00269,2023-05-27,04:10,Night,Bridge Road,18.972226,72.78574,Clear,Dry,Expressway,Dark,Minor,2,1
A00270,2023-05-28,04:40,Night,Station Road,18.927859,72.986108,Clear,Dry,Highway,Dark,Minor,2,0
A00271,2023-05-28,22:10,Night,Station Road,19.070782,72.774828,Clear,Dry,Intersection,Dark,Minor,2,2
A00272,2023-05-29,08:30,Morning,Residential Area,18.915828,72.958375,Clear,Dry,Highway,Daylight,Moderate,2,1
A00273,2023-05-29,08:30,Morning,Industrial Area,19.285999,72.827004,Rainy,Wet,Urban Road,Daylight,Severe,1,2
A00274,2023-05-30,02:30,Night,Airport Road,19.150917,72.85643,Clear,Dry,Intersection,Dark,Severe,4,4
A00275,2023-05-31,18:50,Evening,Bridge Road,18.961079,72.795373,Clear,Dry,Residential Road,Dusk,Minor,4,1
A00276,2023-05-31,15:50,Afternoon,Residential Area,18.968982,72.837034,Rainy,Wet,Urban Road,Daylight,Moderate,2,0
A00277,2023-06-01,15:00,Afternoon,Station Road,19.127931,73.037452,Clear,Dry,Urban Road,Daylight,Minor,2,0
A00278,2023-06-01,02:30,Night,Ring Road,19.042626,72.973607,Clear,Dry,Urban Road,Dark,Minor,4,1
A00279,2023-06-02,19:40,Evening,Main Highway,19.209707,73.082416,Clear,Dry,Urban Road,Dusk,Severe,3,2
A00280,2023-06-02,23:10,Night,Ring Road,19.118323,72.767061,Clear,Dry,Urban Road,Dark,Minor,2,1
A00281,2023-06-03,21:20,Night,Ring Road,19.073334,73.027344,Clear,Dry,Intersection,Dark,Moderate,3,3
A00282,2023-06-03,23:40,Night,Airport Road,19.285192,72.994677,Cloudy,Dry,Intersection,Dark,Moderate,4,1
A00283,2023-06-04,00:50,Night,Expressway,19.056292,72.841312,Clear,Dry,Intersection,Dark,Fatal,4,0
A00284,2023-06-05,23:50,Night,Bridge Road,19.060244,73.005208,Clear,Dry,Urban Road,Dark,Severe,2,1
A00285,2023-06-05,19:40,Evening,Residential Area,19.166309,73.000792,Rainy,Wet,Residential Road,Dusk,Severe,2,1
A00286,2023-06-06,10:50,Morning,College Road,19.223791,72.910771,Rainy,Wet,Intersection,Daylight,Moderate,4,1
A00287,2023-06-06,16:30,Afternoon,Expressway,19.150486,72.991024,Clear,Dry,Intersection,Daylight,Minor,1,0
A00288,2023-06-07,07:00,Morning,Station Road,19.179444,72.905603,Cloudy,Dry,Urban Road,Daylight,Moderate,3,2
A00289,2023-06-07,03:10,Night,Ring Road,19.049173,72.867441,Clear,Wet,Highway,Dark,Moderate,2,2
A00290,2023-06-08,05:00,Morning,Ring Road,19.091799,72.913272,Cloudy,Dry,Highway,Dark,Moderate,2,0
A00291,2023-06-08,07:10,Morning,Bridge Road,18.978814,73.063295,Cloudy,Poor,Residential Road,Daylight,Moderate,2,2
A00292,2023-06-09,19:10,Evening,Expressway,19.172099,72.884604,Clear,Dry,Residential Road,Dusk,Minor,2,0
A00293,2023-06-09,02:00,Night,Market Road,18.988581,72.891291,Foggy,Dry,Expressway,Dark,Minor,4,1
A00294,2023-06-10,15:40,Afternoon,Station Road,18.900503,72.962941,Clear,Dry,Urban Road,Daylight,Minor,1,0
A00295,2023-06-11,02:10,Night,Main Highway,19.273505,73.01355,Rainy,Slippery,Highway,Dark,Moderate,4,1
A00296,2023-06-11,17:00,Evening,College Road,19.022406,73.007117,Clear,Dry,Urban Road,Daylight,Moderate,4,3
A00297,2023-06-12,13:10,Afternoon,Junction Road,18.978653,72.75693,Rainy,Wet,Urban Road,Daylight,Moderate,2,1
A00298,2023-06-12,17:20,Evening,Residential Area,19.007259,72.990595,Cloudy,Dry,Highway,Daylight,Minor,3,2
A00299,2023-06-13,01:40,Night,City Center,19.032179,72.907694,Rainy,Wet,Residential Road,Dark,Minor,2,1
A00300,2023-06-13,21:30,Night,City Center,19.089819,72.933431,Clear,Dry,Urban Road,Dark,Moderate,3,2
A00301,2023-06-14,02:10,Night,Station Road,18.927741,72.946582,Cloudy,Dry,Residential Road,Dark,Severe,2,2
A00302,2023-06-14,15:20,Afternoon,Residential Area,18.921069,73.006102,Cloudy,Dry,Urban Road,Daylight,Moderate,2,1
A00303,2023-06-15,08:30,Morning,Junction Road,19.017164,73.040967,Rainy,Wet,Urban Road,Daylight,Moderate,2,1
A00304,2023-06-15,03:30,Night,Expressway,19.018306,72.976191,Cloudy,Dry,Urban Road,Dark,Minor,3,0
A00305,2023-06-16,00:10,Night,Market Road,18.947058,72.947368,Cloudy,Wet,Intersection,Dark,Moderate,4,1
A00306,2023-06-17,03:00,Night,Main Highway,19.061917,72.880819,Clear,Poor,Highway,Dark,Severe,2,1
A00307,2023-06-17,00:10,Night,Expressway,19.013611,72.798257,Clear,Dry,Expressway,Dark,Moderate,2,0
A00308,2023-06-18,13:20,Afternoon,College Road,18.910422,73.085502,Cloudy,Dry,Urban Road,Daylight,Moderate,2,2
A00309,2023-06-18,20:30,Evening,Expressway,19.254288,72.911645,Clear,Wet,Intersection,Dusk,Moderate,3,0
A00310,2023-06-19,15:10,Afternoon,Junction Road,19.254408,72.948174,Stormy,Wet,Expressway,Daylight,Moderate,1,0
A00311,2023-06-19,19:00,Evening,Market Road,18.983673,73.012876,Rainy,Wet,Urban Road,Dusk,Moderate,3,1
A00312,2023-06-20,23:10,Night,College Road,18.965149,72.773944,Stormy,Dry,Residential Road,Dark,Moderate,2,0
A00313,2023-06-20,07:40,Morning,Junction Road,19.118917,73.049254,Clear,Dry,Highway,Daylight,Moderate,3,2
A00314,2023-06-21,06:00,Morning,City Center,19.152301,73.028959,Foggy,Dry,Intersection,Daylight,Minor,4,2
A00315,2023-06-22,02:20,Night,Industrial Area,19.283017,73.02105,Rainy,Wet,Urban Road,Dark,Fatal,3,2
A00316,2023-06-22,16:30,Afternoon,City Center,19.050939,72.757694,Rainy,Wet,Urban Road,Daylight,Severe,3,4
A00317,2023-06-23,00:10,Night,Industrial Area,19.14728,72.934282,Cloudy,Wet,Residential Road,Dark,Minor,2,0
A00318,2023-06-23,15:00,Afternoon,Residential Area,19.251272,72.768994,Clear,Dry,Expressway,Daylight,Moderate,4,0
A00319,2023-06-24,11:40,Morning,Station Road,19.079982,72.942805,Rainy,Wet,Highway,Daylight,Minor,3,4
A00320,2023-06-24,18:00,Evening,City Center,18.948938,73.001457,Cloudy,Dry,Residential Road,Dusk,Minor,4,1
A00321,2023-06-25,21:50,Night,Bridge Road,19.050979,72.792648,Clear,Dry,Urban Road,Dark,Minor,2,0
A00322,2023-06-25,22:40,Night,Market Road,18.954627,72.993209,Clear,Dry,Urban Road,Dark,Moderate,2,3
A00323,2023-06-26,21:20,Night,Bridge Road,18.906656,72.907336,Foggy,Wet,Residential Road,Dark,Severe,2,1
A00324,2023-06-26,13:30,Afternoon,Junction Road,19.200621,73.034044,Rainy,Slippery,Urban Road,Daylight,Moderate,2,0
A00325,2023-06-27,05:20,Morning,Residential Area,18.995369,72.936756,Stormy,Wet,Urban Road,Dark,Moderate,2,1
A00326,2023-06-28,05:10,Morning,Expressway,18.900803,72.867643,Cloudy,Dry,Expressway,Dark,Minor,4,2
A00327,2023-06-28,12:00,Afternoon,Junction Road,19.248973,72.866197,Clear,Dry,Highway,Daylight,Minor,3,0
A00328,2023-06-29,18:50,Evening,Junction Road,19.077516,73.06412,Clear,Dry,Residential Road,Dusk,Minor,5,1
A00329,2023-06-29,21:40,Night,Ring Road,18.995544,72.908505,Clear,Wet,Highway,Dark,Moderate,1,1
A00330,2023-06-30,07:40,Morning,Bridge Road,19.005116,72.892014,Clear,Dry,Highway,Daylight,Severe,2,1
A00331,2023-06-30,01:00,Night,Expressway,18.996215,72.763956,Clear,Wet,Highway,Dark,Moderate,4,2
A00332,2023-07-01,20:50,Evening,Residential Area,18.977822,72.877514,Clear,Dry,Residential Road,Dusk,Moderate,2,2
A00333,2023-07-01,00:00,Night,Ring Road,19.23649,73.047369,Clear,Dry,Residential Road,Dark,Severe,2,0
A00334,2023-07-02,14:10,Afternoon,Industrial Area,18.968133,73.016346,Foggy,Dry,Highway,Daylight,Minor,4,2
A00335,2023-07-02,00:20,Night,Bridge Road,19.124742,72.82732,Clear,Dry,Highway,Dark,Severe,2,3
A00336,2023-07-03,04:40,Night,Residential Area,18.930928,72.89457,Foggy,Dry,Intersection,Dark,Moderate,2,1
A00337,2023-07-04,15:10,Afternoon,Ring Road,19.279809,72.818803,Cloudy,Wet,Highway,Daylight,Moderate,4,3
A00338,2023-07-04,18:20,Evening,Industrial Area,19.141326,73.083976,Clear,Dry,Intersection,Dusk,Minor,1,0
A00339,2023-07-05,03:10,Night,Residential Area,19.261261,72.959341,Clear,Poor,Highway,Dark,Moderate,4,0
A00340,2023-07-05,02:50,Night,Residential Area,19.059151,73.014024,Clear,Dry,Expressway,Dark,Severe,1,1
A00341,2023-07-06,16:40,Afternoon,Industrial Area,19.224269,72.999833,Clear,Dry,Urban Road,Daylight,Minor,3,4
A00342,2023-07-06,16:00,Afternoon,Industrial Area,19.241462,73.055791,Rainy,Wet,Intersection,Daylight,Moderate,1,0
A00343,2023-07-07,11:00,Morning,Expressway,19.18118,73.082265,Clear,Dry,Residential Road,Daylight,Minor,3,1
A00344,2023-07-07,13:20,Afternoon,Residential Area,18.937179,72.761356,Clear,Dry,Urban Road,Daylight,Severe,1,4
A00345,2023-07-08,20:30,Evening,Junction Road,18.906432,73.091355,Clear,Dry,Highway,Dusk,Moderate,4,2
A00346,2023-07-08,05:50,Morning,Airport Road,18.967424,73.05469,Stormy,Wet,Expressway,Dark,Severe,2,3
A00347,2023-07-09,02:20,Night,College Road,18.947239,72.884032,Rainy,Slippery,Residential Road,Dark,Minor,1,0
A00348,2023-07-10,08:30,Morning,Airport Road,19.190055,73.042974,Rainy,Wet,Highway,Daylight,Minor,3,2
A00349,2023-07-10,04:10,Night,Main Highway,19.122803,73.007795,Clear,Wet,Highway,Dark,Minor,2,2
A00350,2023-07-11,23:50,Night,City Center,19.11038,73.02759,Rainy,Slippery,Expressway,Dark,Minor,2,1
A00351,2023-07-11,16:10,Afternoon,College Road,19.001147,72.827242,Rainy,Wet,Urban Road,Daylight,Minor,1,0
A00352,2023-07-12,13:40,Afternoon,Market Road,18.961843,72.976997,Cloudy,Dry,Residential Road,Daylight,Moderate,2,1
A00353,2023-07-12,20:50,Evening,Junction Road,18.982619,72.759074,Stormy,Wet,Urban Road,Dusk,Minor,1,0
A00354,2023-07-13,02:30,Night,Bridge Road,19.060111,73.04688,Clear,Dry,Intersection,Dark,Moderate,1,0
A00355,2023-07-13,00:40,Night,Expressway,19.196057,73.082865,Foggy,Dry,Intersection,Dark,Minor,2,0
A00356,2023-07-14,19:00,Evening,City Center,19.001807,72.981743,Foggy,Poor,Intersection,Dusk,Moderate,3,0
A00357,2023-07-15,20:30,Evening,Airport Road,19.179445,72.929434,Clear,Dry,Highway,Dusk,Moderate,2,1
A00358,2023-07-15,22:20,Night,Expressway,19.096605,73.004006,Cloudy,Dry,Intersection,Dark,Moderate,1,1
A00359,2023-07-16,00:00,Night,Industrial Area,19.254176,72.864226,Stormy,Wet,Urban Road,Dark,Fatal,5,2
A00360,2023-07-16,02:00,Night,Junction Road,18.993166,72.969236,Clear,Dry,Residential Road,Dark,Minor,4,2
A00361,2023-07-17,17:20,Evening,Expressway,19.080343,73.001641,Cloudy,Dry,Urban Road,Daylight,Moderate,2,1
A00362,2023-07-17,09:50,Morning,Residential Area,18.938666,72.799938,Stormy,Wet,Highway,Daylight,Moderate,2,0
A00363,2023-07-18,21:00,Night,Airport Road,19.034061,72.799024,Cloudy,Dry,Intersection,Dark,Minor,4,0
A00364,2023-07-18,02:30,Night,Market Road,19.102752,73.000648,Clear,Dry,Highway,Dark,Moderate,2,0
A00365,2023-07-19,07:40,Morning,Main Highway,19.193096,72.901124,Cloudy,Dry,Residential Road,Daylight,Moderate,2,0
A00366,2023-07-19,13:00,Afternoon,Market Road,18.979231,73.061221,Clear,Dry,Expressway,Daylight,Moderate,2,0
A00367,2023-07-20,23:30,Night,Market Road,18.987237,72.859179,Cloudy,Dry,Expressway,Dark,Moderate,3,1
A00368,2023-07-21,17:10,Evening,Airport Road,19.152631,72.764851,Clear,Dry,Highway,Daylight,Fatal,2,1
A00369,2023-07-21,14:30,Afternoon,Industrial Area,19.052983,72.977457,Cloudy,Dry,Urban Road,Daylight,Severe,3,1
A00370,2023-07-22,21:40,Night,College Road,19.092838,72.989484,Cloudy,Wet,Expressway,Dark,Minor,3,3
A00371,2023-07-22,22:30,Night,Expressway,19.234454,72.943757,Rainy,Wet,Urban Road,Dark,Minor,2,2
A00372,2023-07-23,01:20,Night,City Center,19.099633,72.989166,Cloudy,Dry,Urban Road,Dark,Severe,4,2
A00373,2023-07-23,09:40,Morning,Junction Road,19.161,72.933314,Cloudy,Dry,Urban Road,Daylight,Fatal,2,0
A00374,2023-07-24,01:50,Night,Industrial Area,19.16271,72.992421,Rainy,Wet,Urban Road,Dark,Minor,3,2
A00375,2023-07-24,16:10,Afternoon,Station Road,19.221445,72.765378,Clear,Wet,Intersection,Daylight,Minor,2,0
A00376,2023-07-25,07:20,Morning,Expressway,19.155256,72.878939,Cloudy,Dry,Urban Road,Daylight,Severe,2,1
A00377,2023-07-25,00:50,Night,Airport Road,18.925924,72.823786,Clear,Wet,Residential Road,Dark,Moderate,2,0
A00378,2023-07-26,08:30,Morning,Bridge Road,19.036869,72.784764,Foggy,Wet,Urban Road,Daylight,Minor,2,1
A00379,2023-07-27,10:40,Morning,Market Road,19.295726,72.831932,Clear,Dry,Urban Road,Daylight,Moderate,2,0
A00380,2023-07-27,21:10,Night,Bridge Road,18.978604,72.816959,Clear,Wet,Highway,Dark,Severe,2,1
A00381,2023-07-28,15:20,Afternoon,Junction Road,19.134692,73.090596,Rainy,Wet,Urban Road,Daylight,Severe,2,0
A00382,2023-07-28,06:50,Morning,City Center,19.237176,72.850291,Cloudy,Dry,Urban Road,Daylight,Moderate,3,0
A00383,2023-07-29,09:50,Morning,Market Road,19.134623,72.830836,Clear,Dry,Residential Road,Daylight,Moderate,1,0
A00384,2023-07-29,22:10,Night,Main Highway,19.048908,73.042206,Cloudy,Wet,Urban Road,Dark,Minor,3,2
A00385,2023-07-30,02:30,Night,Main Highway,18.932091,72.896691,Cloudy,Wet,Urban Road,Dark,Severe,2,2
A00386,2023-07-30,17:10,Evening,City Center,19.044666,72.897513,Rainy,Wet,Urban Road,Daylight,Minor,1,1
A00387,2023-07-31,23:50,Night,Market Road,18.972827,72.905257,Clear,Wet,Highway,Dark,Severe,2,1
A00388,2023-07-31,12:00,Afternoon,Ring Road,19.284345,72.895787,Cloudy,Dry,Intersection,Daylight,Minor,2,0
A00389,2023-08-01,06:20,Morning,Station Road,19.186013,72.864298,Cloudy,Dry,Urban Road,Daylight,Severe,2,3
A00390,2023-08-02,03:10,Night,Junction Road,19.199753,72.850219,Rainy,Wet,Highway,Dark,Minor,2,0
A00391,2023-08-02,12:50,Afternoon,Expressway,19.074388,73.058686,Cloudy,Dry,Highway,Daylight,Moderate,5,1
A00392,2023-08-03,19:30,Evening,Expressway,18.943986,72.806598,Cloudy,Dry,Intersection,Dusk,Minor,5,3
A00393,2023-08-03,00:50,Night,Ring Road,19.006687,72.813372,Clear,Dry,Highway,Dark,Moderate,2,2
A00394,2023-08-04,07:30,Morning,College Road,19.003884,72.950102,Clear,Dry,Expressway,Daylight,Severe,3,5
A00395,2023-08-04,13:10,Afternoon,College Road,19.094712,72.870281,Clear,Dry,Highway,Daylight,Moderate,1,0
A00396,2023-08-05,15:30,Afternoon,Residential Area,19.084392,72.897535,Clear,Dry,Intersection,Daylight,Moderate,2,0
A00397,2023-08-05,13:40,Afternoon,College Road,19.073363,73.032291,Clear,Dry,Intersection,Daylight,Minor,3,2
A00398,2023-08-06,11:40,Morning,Industrial Area,19.098391,73.066271,Cloudy,Dry,Residential Road,Daylight,Severe,2,3
A00399,2023-08-07,18:40,Evening,Residential Area,19.294809,73.026694,Clear,Wet,Highway,Dusk,Moderate,1,1
A00400,2023-08-07,22:00,Night,Junction Road,19.019341,72.832225,Foggy,Dry,Urban Road,Dark,Moderate,2,0
A00401,2023-08-08,14:10,Afternoon,Main Highway,19.146108,73.09299,Clear,Dry,Urban Road,Daylight,Severe,2,1
A00402,2023-08-08,01:50,Night,Expressway,18.995803,72.877112,Rainy,Slippery,Urban Road,Dark,Moderate,2,0
A00403,2023-08-09,01:50,Night,Industrial Area,19.086643,72.809173,Cloudy,Dry,Urban Road,Dark,Moderate,2,3
A00404,2023-08-09,22:00,Night,Market Road,18.98002,72.924824,Clear,Dry,Highway,Dark,Moderate,2,4
A00405,2023-08-10,21:30,Night,City Center,19.123277,73.00385,Clear,Wet,Residential Road,Dark,Moderate,2,0
A00406,2023-08-10,18:00,Evening,City Center,19.006005,72.779145,Cloudy,Dry,Urban Road,Dusk,Severe,3,1
A00407,2023-08-11,21:30,Night,Station Road,18.914716,72.972,Clear,Poor,Urban Road,Dark,Severe,2,2
A00408,2023-08-11,21:30,Night,Main Highway,19.226108,73.050327,Foggy,Dry,Highway,Dark,Minor,3,0
A00409,2023-08-12,16:20,Afternoon,Station Road,18.951302,72.841624,Cloudy,Wet,Intersection,Daylight,Minor,3,2
A00410,2023-08-13,19:50,Evening,Ring Road,19.047216,72.992593,Foggy,Dry,Urban Road,Dusk,Minor,3,1
A00411,2023-08-13,09:40,Morning,Airport Road,19.090871,72.889968,Clear,Dry,Expressway,Daylight,Minor,3,1
A00412,2023-08-14,05:30,Morning,Main Highway,19.072992,72.894947,Rainy,Wet,Urban Road,Dark,Moderate,2,0
A00413,2023-08-14,14:20,Afternoon,Bridge Road,19.190266,72.848285,Cloudy,Dry,Highway,Daylight,Severe,2,1
A00414,2023-08-15,21:50,Night,Junction Road,19.138711,72.968538,Rainy,Wet,Urban Road,Dark,Minor,2,3
A00415,2023-08-15,10:40,Morning,College Road,19.018148,72.87635,Clear,Poor,Urban Road,Daylight,Moderate,5,0
A00416,2023-08-16,04:30,Night,Residential Area,18.920681,73.040816,Cloudy,Dry,Expressway,Dark,Severe,3,3
A00417,2023-08-16,00:30,Night,Ring Road,19.207038,73.087017,Cloudy,Dry,Residential Road,Dark,Severe,1,3
A00418,2023-08-17,07:00,Morning,College Road,19.041011,73.077281,Rainy,Wet,Urban Road,Daylight,Moderate,1,0
A00419,2023-08-17,20:00,Evening,Residential Area,19.25589,72.807095,Clear,Dry,Intersection,Dusk,Severe,5,2
A00420,2023-08-18,11:50,Morning,City Center,19.058023,72.754967,Foggy,Poor,Urban Road,Daylight,Moderate,1,0
A00421,2023-08-19,11:40,Morning,Industrial Area,19.187063,72.903464,Clear,Dry,Intersection,Daylight,Minor,1,0
A00422,2023-08-19,04:30,Night,City Center,19.275826,73.005109,Rainy,Slippery,Intersection,Dark,Minor,2,1
A00423,2023-08-20,06:50,Morning,Ring Road,19.160461,73.092109,Rainy,Wet,Highway,Daylight,Minor,5,3
A00424,2023-08-20,03:50,Night,City Center,19.065396,73.024198,Rainy,Wet,Urban Road,Dark,Minor,2,0
A00425,2023-08-21,05:10,Morning,City Center,19.12696,72.953192,Cloudy,Wet,Urban Road,Dark,Severe,2,3
A00426,2023-08-21,12:00,Afternoon,City Center,19.117378,72.759224,Clear,Dry,Residential Road,Daylight,Severe,3,2
A00427,2023-08-22,19:40,Evening,Main Highway,19.133928,73.038939,Stormy,Wet,Urban Road,Dusk,Moderate,1,0
A00428,2023-08-22,14:30,Afternoon,Ring Road,18.958728,72.812001,Clear,Poor,Intersection,Daylight,Moderate,4,0
